NODE_ID,NODE_NAME,parent,SENTIMENT_SCORE,TOTAL_DOCUMENTS,DETRACTOR_DOCUMENTS,DETRACTOR_SENTIMENT,PROMOTER_DOCUMENTS,PROMOTER_SENTIMENT,NEUTRAL_DOCUMENTS,NEUTRAL_SENTIMENT
118768,Eye Center,118765,0.122032038,5674,804,-0.772900225,3646,0.4741478,1224,-0.321515778
118771,Contacts,118768,-0.447794118,323,73,-0.837662338,179,-0.102272727,71,-0.902960526
118776,Eye Care,118768,-0.713785047,203,58,-0.541666667,90,-0.685483871,55,-0.94612069
118781,Eye Center Department,118768,0.451095679,3919,447,-0.753763441,2680,0.800126217,792,-0.050877463
118792,Glasses & Frames,118768,-0.449808429,1176,198,-0.845424107,699,-0.234680574,279,-0.693073248
118797,Sunglasses,118768,-0.557908768,396,82,-0.850694444,214,-0.390202703,100,-0.656818182
118802,OTC Pharmacy,118765,-0.775226472,1914,468,-0.886432927,876,-0.618902439,570,-0.92074199
118805,Allergy Relief,118802,-0.787330317,211,60,-0.657692308,83,-0.74137931,68,-0.967391304
118810,Other OTC Meds,118802,-0.761520319,1342,315,-0.903669725,654,-0.578383459,373,-0.956606218
118815,Pain Killers,118802,-0.780444965,408,104,-0.90162037,156,-0.685606061,148,-0.797077922
118820,Pharmacy Rx,118765,-0.41443632,55605,11780,-0.980344463,30706,4.29799E-05,13119,-0.824217195
118823,Pharmacy Department,118820,-0.282478231,41899,8407,-0.958633094,23892,0.158779103,9600,-0.771122184
118829,Prescription,118820,-0.736358888,17074,4540,-1.01947832,8261,-0.46162863,4273,-0.944799957
118834,Vaccines,118820,-0.739208633,130,27,-1.051724138,67,-0.675,36,-0.625
118839,Home,75911,0.150452215,63968,12489,-0.292084362,32524,0.427170806,18955,-0.021040501
118842,Bath and Shower,118839,-0.517403148,385,95,-0.763822115,179,-0.343915344,111,-0.577083333
118845,Linens,118842,-0.341061828,171,39,-0.504261364,90,-0.357894737,42,-0.154255319
118850,Shower Accessories,118842,-0.637711864,223,60,-0.896153846,92,-0.3125,71,-0.83
118856,Bedding,118839,-0.571684588,2071,526,-0.684904844,899,-0.354519027,646,-0.769420904
118859,Bedding,118856,-0.614066852,1667,414,-0.756030702,733,-0.385294118,520,-0.806184669
118864,Pillows,118856,-0.385858586,463,122,-0.427083333,190,-0.166053922,151,-0.633647799
118869,Cook and Dine,118839,-0.633981774,2687,680,-0.696331522,1196,-0.518958997,811,-0.74847561
118872,Appliances,118869,-0.671985121,1199,327,-0.72210452,532,-0.584224599,340,-0.758977901
118877,Dishes,118869,-0.613601356,1540,378,-0.713977833,681,-0.465836864,481,-0.739071709
118883,Furniture and Luggage,118839,-0.336523189,1519,268,-0.766014235,751,-0.035427378,500,-0.557038835
118886,Furniture,118883,-0.299495754,1368,234,-0.694444444,693,-0.017844708,441,-0.534568584
118891,Luggage,118883,-0.674698795,156,34,-1.223684211,62,-0.28515625,60,-0.73828125
118896,Home Decor,118839,-0.74288422,3576,744,-0.949667473,1745,-0.602163462,1087,-0.820417366
118899,Drapery,118896,-0.997831534,1209,300,-1.204230769,461,-0.805725971,448,-1.053442029
118904,Floor Coverings,118896,-0.5593802,546,111,-0.875473485,277,-0.394295302,158,-0.603070175
118909,Wall Hangings,118896,-0.616137144,1872,341,-0.740550398,1036,-0.545761948,495,-0.672554348
118914,Home Management,118839,0.674495902,36468,6428,0.182332323,19181,0.969227987,10859,0.447986806
118917,Storage,118914,0.674495902,36468,6428,0.182332323,19181,0.969227987,10859,0.447986806
118923,Horticulture,118839,-0.380179073,16692,3484,-0.687969689,8382,-0.185690682,4826,-0.482983135
118926,Fertilizer & Soil,118923,-0.639178241,1194,324,-0.883333333,523,-0.408140569,347,-0.751336898
118931,Garden Center General,118923,-0.656439121,6695,1627,-0.904235053,3142,-0.460351743,1926,-0.763202459
118937,Insect & Pest Control,118923,-0.963576159,145,38,-0.75625,49,-1.0575,58,-1.022540984
118943,Live Plants & Goods,118923,-0.176729646,9962,1785,-0.503033088,5285,-0.003706052,2892,-0.277860269
118948,Watering & Irrigation,118923,-0.760731132,493,126,-1.014039855,209,-0.592075893,158,-0.777529762
118954,Weed & Fungus Control,118923,-1.42578125,63,17,-1.347222222,25,-1.4,21,-1.523809524
118959,Outdoor Living,118839,-0.429422362,1997,579,-0.780232558,885,-0.162203983,533,-0.467504333
118962,Chemicals,118959,-0.894176136,173,39,-1.304487179,75,-0.753246753,59,-0.808333333
118967,Grill,118959,-0.621837798,1218,405,-0.873358862,491,-0.412642045,322,-0.609331476
118972,Patio,118959,0.107322257,628,140,-0.350328947,330,0.374812874,158,-0.01552795
118978,Toys and Seasonal,75911,-0.632464433,12708,2680,-0.793590972,6328,-0.498484389,3700,-0.740933642
118981,Celebration,118978,-0.751262626,380,90,-0.95467033,174,-0.597375691,116,-0.826612903
118984,Gifts,118981,-0.751262626,380,90,-0.95467033,174,-0.597375691,116,-0.826612903
118989,Seasonal,118978,-0.635537543,11190,2339,-0.790457366,5595,-0.503040657,3256,-0.748237885
118992,Christmas,118989,-0.609709459,8893,1814,-0.780744653,4524,-0.478302139,2555,-0.717480248
118997,Easter,118989,-0.713021894,936,220,-0.858510638,435,-0.583333333,281,-0.794402357
119002,Halloween,118989,-0.661227154,1099,243,-0.721117424,540,-0.582585278,316,-0.746570122
119007,Hannukah,118989,-1.075,8,4,-0.9,2,-1.333333333,2,-1.125
119017,St Patrick's Day,118989,-0.731707317,39,12,-0.115384615,13,-1.107142857,14,-0.928571429
119022,Valentines,118989,-0.685560345,555,114,-0.754132231,258,-0.449349442,183,-0.976315789
119027,Toys,118978,-0.580987966,1215,269,-0.77943686,594,-0.450864148,352,-0.642091153
119030,Dolls & Figurines,119027,-0.63582343,547,138,-0.833333333,264,-0.503113879,145,-0.681451613
119035,Games,119027,-0.547541469,399,62,-0.703846154,206,-0.485821759,131,-0.570035461
119041,Musical,119027,-0.441666667,58,16,-0.705882353,30,-0.274193548,12,-0.5
119047,Sports,119027,-0.541666667,217,54,-0.730932203,95,-0.269736842,68,-0.757352941
120116,Frozen Foods,75911,-0.669076692,12270,2755,-0.823377072,5533,-0.54805032,3982,-0.729933261
120118,Freezer Department,120116,-0.837823276,3897,803,-1.025,1753,-0.701028749,1341,-0.904335793
120189,Frozen Produce,120116,-0.676100244,1977,449,-0.83569869,831,-0.53416955,697,-0.745486111
120192,Frozen Proteins & Meals,120116,-0.567025359,2917,642,-0.769847328,1285,-0.403555219,990,-0.648651961
120195,Desserts,120116,-0.604618761,4829,1164,-0.721471774,2241,-0.515578318,1424,-0.647501682
120198,Ice Cream & Novelties,120195,-0.599033618,4334,1053,-0.724689165,2011,-0.502371917,1270,-0.645786411
120208,Frozen Meats & Seafood,120192,-0.578197338,1680,375,-0.720300261,736,-0.439238411,569,-0.663771186
120221,Frozen Vegetables,120189,-0.708546326,1514,325,-0.871987952,652,-0.603460972,537,-0.739395307
120234,Frozen Fruit,120189,-0.506345178,575,148,-0.743333333,224,-0.241918103,203,-0.629784689
120247,Frozen Meals,120192,-0.574092247,998,212,-0.950810185,439,-0.340909091,347,-0.641690341
120251,Frozen Pizza,120192,-0.452985075,329,76,-0.548701299,145,-0.397804054,108,-0.460227273
120264,Freezer Department,120118,-0.837823276,3897,803,-1.025,1753,-0.701028749,1341,-0.904335793
127092,Service Plans,118311,-0.607142857,342,107,-0.68697479,139,-0.55704698,96,-0.587378641
135816,Clear & Uncluttered,81358,-0.97784019,274632,55011,-1.325847977,130168,-0.749409924,89453,-1.086864474
135819,Room to Shop,135816,-1.224645942,118678,21468,-1.430714412,58375,-1.109733869,38835,-1.282099693
135828,Tidiness,135816,-0.840768356,169203,36875,-1.299072998,77149,-0.509707001,55179,-0.9848262
135834,Restroom Cleanliness,81358,-0.366398559,39962,6938,-0.783238089,20344,-0.175083231,12680,-0.443919354
135837,Floor,135834,-0.780564582,1227,343,-1.173287172,527,-0.478301887,357,-0.851780726
135844,Restrooms General,135834,-0.339195208,37818,6422,-0.758279955,19399,-0.152141931,11997,-0.417567049
135857,Sinks,135834,-1.082716963,500,116,-1.322115385,223,-0.905286344,161,-1.15797546
135864,Toilets,135834,-0.860218978,1347,331,-1.131305638,567,-0.636215157,449,-0.941312636
135871,Store Atmosphere,81358,-0.575545505,48753,9190,-1.135867163,25109,-0.285768407,14454,-0.716853923
135874,Atmosphere,135871,0.387688842,14928,2264,-0.455143541,8361,0.757774517,4303,0.116298739
135884,Heating/Cooling,135871,-0.917519182,5237,1069,-1.012467047,2709,-0.889605496,1459,-0.898169525
135892,Lighting,135871,-0.958541497,4776,979,-1.487760934,2312,-0.640954641,1485,-1.102707788
135898,Noise,135871,-1.469809031,10178,2329,-1.658880793,4767,-1.356298624,3082,-1.502228741
135907,Odor,135871,-0.927034024,3280,896,-1.473282443,1394,-0.543121508,990,-0.974418041
135913,Size,135871,-0.59413907,11560,1938,-1.028909413,6094,-0.382023829,3528,-0.720752762
135921,Store Cleanliness,81358,0.084393835,141598,27389,-0.644015934,75342,0.446528158,38867,-0.092058525
135924,Cart Quality,135921,-0.920139035,22752,3695,-1.243914219,12777,-0.793962624,6280,-0.983353603
135931,Cleanliness,135921,0.308753452,113321,22688,-0.525450769,59787,0.727993402,30846,0.120772282
135941,Condition,135921,0.144553355,3691,821,-1.248051559,1960,0.937722533,910,-0.292261251
135952,Renovations,135921,-0.547561159,4770,1089,-0.885416667,2054,-0.323363234,1627,-0.603982951
135957,Visually Appealing,81358,-0.589996357,73004,14598,-0.833296869,35333,-0.4270839,23073,-0.682989265
135960,Design,135957,-0.421700943,6923,1572,-0.885076851,3198,-0.117238184,2153,-0.535438738
135967,In-Store Advertising,135957,-1.255863844,434,88,-1.455965909,216,-1.055299539,130,-1.45217803
135973,On Display,135957,-0.706297349,50699,9161,-0.927712155,25248,-0.553557114,16290,-0.816079631
135979,Staff Appearance,135957,-0.248829177,15528,3927,-0.575637629,6897,-0.065930471,4704,-0.241945077
135990,In & Out,81608,-0.581219262,409770,80617,-1.034829289,211155,-0.312479036,117998,-0.739781891
135993,Cart Availability,135990,-1.161926314,28922,4813,-1.207408973,15832,-1.135468941,8277,-1.185691787
135999,Finding Help,135990,-0.748803526,138018,29716,-0.965167598,66773,-0.589888174,41529,-0.846734768
136025,Shopping Efficiency,135990,1.122065736,66647,5894,0.338389253,44387,1.323186658,16366,0.85619774
136036,Speed of Service,135990,-0.934822812,218988,49455,-1.228185666,104878,-0.728401468,64655,-1.038424836
136043,Store Pickup,135990,-0.812442237,2091,653,-1.103535354,864,-0.585227273,574,-0.809433164
136049,Parking,81608,-0.773155368,11959,1985,-1.379814861,6631,-0.495540331,3343,-0.966683808
136052,Ease of Parking,136049,-0.674847241,8008,1050,-1.556244098,4692,-0.359602021,2266,-0.920682512
136058,Sufficient Space,136049,-0.809121622,5665,1148,-1.226298701,3014,-0.563889343,1503,-0.985535832
136064,Store Organization & Convenience,81608,0.295716208,328732,48920,-0.93849711,203425,0.796023335,76387,-0.232595334
136067,Business Hours,136064,-0.666531578,11052,2734,-0.826499823,5364,-0.524896694,2954,-0.773531375
136076,Layout Consistency,136064,-1.135440379,18101,3171,-1.290936919,9089,-1.038470874,5841,-1.202164511
136085,Fitting Rooms,136064,-0.959459459,3105,806,-1.168214286,1280,-0.786615696,1019,-1.006716758
136090,Store Location,136064,0.062418818,18198,3419,-0.597990943,10088,0.405926829,4691,-0.195330596
136097,Store Quality,136064,0.722073631,233221,31893,-0.924616206,154132,1.239268742,47196,0.151367876
136104,10 Foot Rule,81870,-0.108038114,398460,75370,-0.631909657,207529,0.14523561,115561,-0.210841709
136107,Friendliness,136104,0.511485749,209842,42893,-0.41197083,106690,0.946579189,60259,0.415205215
136113,Greeting,136104,-0.132247093,91535,14017,-0.344501018,52810,-0.036004183,24708,-0.21687839
136119,Sufficient Floor Staff,136104,-1.033392461,125532,24606,-1.073301333,61582,-0.992753303,39344,-1.071609634
136136,Above & Beyond,81870,0.357984298,159167,34673,-0.810776863,85046,1.020109439,39448,-0.036198872
136139,Above & Beyond,136136,0.947645725,7458,1182,0.478745791,4552,1.201458698,1724,0.598889209
136144,Quality of Staff,136136,0.335466858,152998,33685,-0.849402197,81342,1.015007151,37971,-0.059680644
136170,Staff Competencies,81870,-0.027428324,535271,122077,-0.676228123,260479,0.380381405,152715,-0.169660093
136173,Attitude,136170,0.358328569,358700,79021,-0.5169318,179598,0.845816213,100081,0.209634312
136180,Communication Skills,136170,-0.825312728,11547,3893,-0.968704993,4152,-0.664556069,3502,-0.855981881
136187,Helpfulness,136170,-0.244749592,210396,45400,-0.731801464,105788,0.088559403,59208,-0.457767151
136193,Knowledge,136170,-0.259407609,78586,23931,-0.703935148,32076,0.142648547,22579,-0.350462262
136207,Listening,136170,-0.801396263,4843,1421,-1.023268963,2287,-0.630728491,1135,-0.867589364
136213,Finding Items,81873,-0.84566782,602712,127705,-1.12771362,286854,-0.632953208,188153,-0.950688582
136216,As Advertised,136213,-1.135207573,5413,1504,-1.319113325,2334,-0.982529737,1575,-1.184012539
136233,Finding Items,136213,-0.267148241,107424,18506,-0.886772036,57687,0.058824031,31231,-0.495842711
136242,Product Availability,136213,-0.957699328,507440,113140,-1.164024677,233222,-0.792109703,161078,-1.032287275
136257,New Merchandise,136213,-0.558900372,6405,1202,-0.872208437,3180,-0.36381702,2023,-0.679878795
136268,Product Selection,81873,-0.521789542,335412,63970,-0.90428682,163073,-0.269147401,108369,-0.664723411
136276,Features/Functionality,136268,-0.119449116,7969,1438,-0.778667355,4377,0.167665266,2154,-0.260522079
136288,Quality/Reliability,136268,-0.83096244,54057,12288,-1.130773906,24233,-0.606226679,17536,-0.92773746
136315,Deals,81876,-0.109647638,46125,9805,-0.605070346,23784,0.143933509,12536,-0.157091603
136318,Coupons,136315,-0.632506454,19032,5663,-0.801680014,8221,-0.501622476,5148,-0.626581875
136323,Discounts,136315,0.288174119,28055,4356,-0.284377768,16026,0.493376679,7673,0.187974804
136328,Lowest Prices,81876,-0.424160079,12309,3203,-0.76315344,6076,-0.204063329,3030,-0.472398669
136331,Financing,136328,-0.563047979,3784,673,-0.79081306,2228,-0.470432387,883,-0.605072464
136337,Price Matching,136328,-0.363148636,8535,2535,-0.75623928,3852,-0.048976067,2148,-0.417628205
136342,Returns & Refunds,81876,-0.75879377,30259,10257,-1.059748835,11998,-0.423932087,8004,-0.846835843
136345,Exchanges,136342,-0.742254154,2078,828,-1.048382675,766,-0.308676654,484,-0.874756809
136350,Fees,136342,-0.6598,581,156,-0.854041916,270,-0.545774648,155,-0.659482759
136355,Refunds,136342,-1.418409922,2089,1124,-1.55188978,514,-1.147556391,451,-1.388800425
136360,Returns,136342,-0.719350629,26818,8737,-1.012024422,10842,-0.397540354,7239,-0.824689262
136368,Value for the Money,81876,-0.083586305,391359,70417,-0.622110302,210341,0.20889039,110601,-0.261613367
136371,Pricing/Value,136368,-0.08165142,390171,70095,-0.621170775,209814,0.210966747,110262,-0.260172496
136377,Rebates,136368,-0.72826087,180,61,-0.85625,82,-0.639204545,37,-0.666666667
136382,Warranty,136368,-0.586823454,726,265,-0.876297578,278,-0.252104377,183,-0.669736842
207035,Express Lanes,81613,-0.857013636,13149,4101,-0.90568077,5233,-0.798271889,3815,-0.883995737
328403,Frozen Bakery,120195,-0.653680688,520,116,-0.659188034,242,-0.618852459,162,-0.702160494
329884,In-Store Navigation,136064,-0.684809239,58991,9601,-1.02029611,30809,-0.503488297,18581,-0.810639364
330132,Pros/Cons,136368,-0.758126195,518,85,-0.659482759,266,-0.732209738,167,-0.849852071
330167,Variety,136268,-0.550897772,204590,36289,-0.935228982,99623,-0.298191994,68678,-0.705761118
330225,Samples and Testers,136268,-0.556702623,5114,390,-0.832204433,3572,-0.525832201,1152,-0.558191489
330313,Style/Design,136268,-0.305577016,83168,18005,-0.717439358,39530,-0.029659424,25633,-0.434760134
697609,Customer Service General Mentions,81870,0.049849753,108585,24691,-0.568543338,55236,0.428474939,28658,-0.134885772
